央视频道,#genre#
延边卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226516/index.m3u8$2.6M_576
浙江卫视,http://39.134.67.108/PLTV/88888888/224/3221225959/1.m3u8$高清
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://114.243.111.81:8888/rtp/239.3.1.137:8036
浙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226339/index.m3u8$7.9M_1080
浙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225612/index.m3u8$4.0M_1080
浙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226342/index.m3u8$2.6M_576
港澳频道,#genre#
凤凰中文,http://218.15.183.23:9901/tsfile/live/23037_1.m3u8
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,https://stream1.freetv.fun/a69efa1a0897a5f69ceed5b9cb6ee600febec9eb51447544a2d74a43cd89059e.m3u8
凤凰中文,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8576/.m3u8
凤凰中文,https://stream1.freetv.fun/a7d73b5ffe9e9d33a8b774a4df3d623b2ba01a36f6ef70f20d1f3f9b27836330.m3u8
凤凰中文,http://58.144.154.93/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰资讯,http://58.144.154.93/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
无线新闻台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw
无线新闻台,http://php.jdshipin.com/smt.php?id=inews_twn
TVB星河,http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe
娱乐新闻台,http://v2hcdn.jdshipin.com/enew/enew.stream/chunklist.m3u
电影电视,#genre#
黑莓电影,http://39.134.65.194/PLTV/88888888/224/3221225681/1.m3u8
CHC影迷电影,http://222.209.208.234:7088/udp/239.93.42.5:5140
CHC华诚影视,http://120.76.248.139/live/bfgd/4200000289.m3u8
CHC高清电影,http://cg14.hunancatv.cn:9090/live/CHCGQ_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604315487&srchost=172.16.22.158:8060&gid=QTVto%2BZu6pkkcNYy4OxcMg%3D%3D
CHC动作电影,http://222.209.208.234:7088/udp/239.93.42.7:5140
CHC家庭影院,http://222.209.208.234:7088/udp/239.93.42.6:5140
iHOT爱喜剧,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000032
iHOT爱喜剧,http://php.jdshipin.com/itv.php?cid=hnbblive&id=2000000004000000032
iHOT爱科幻,http://php.jdshipin.com/itv.php?cid=hnbblive&id=2000000004000000033
iHOT爱科幻,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000033
iHOT爱院线,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000034
iHOT爱院线,http://php.jdshipin.com/itv.php?cid=hnbblive&id=2000000004000000034
iHOT爱浪漫,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000035
iHOT爱浪漫,http://php.jdshipin.com/itv.php?cid=hnbblive&id=2000000004000000035
iHOT爱悬疑,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000036
iHOT爱悬疑,http://php.jdshipin.com/itv.php?cid=hnbblive&id=2000000004000000036
iHOT爱谍战,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000038
iHOT爱谍战,http://php.jdshipin.com/itv.php?cid=hnbblive&id=2000000004000000038
iHOT爱科学,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000047
iHOT爱科学,http://php.jdshipin.com/itv.php?cid=hnbblive&id=2000000004000000047
iHOT爱动漫,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000059
iHOT爱动漫,http://php.jdshipin.com/itv.php?cid=hnbblive&id=2000000004000000059
iHOT爱动画,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000003
iHOT爱动画,http://php.jdshipin.com/itv.php?cid=hnbblive&id=2000000004000000003
1905电影,http://cdn.jdshipin.com:8880/1905ts.php?id=1905a
美亚电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
欧美影院,http://php.jdshipin.com/itv.php?cid=hnbblive&id=2000000004000000005
精品影院,http://zby.xjqxz.top/zh13/live.m3u8
电影战争,http://rihou.cc:555/huyad.php?id=21059574
军旅剧场,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=7485075951068666323
军旅剧场,http://php.jdshipin.com/itv.php?cid=ystenlive&id=7485075951068666323
军旅剧场,http://114.243.111.81:8888/rtp/239.3.1.68:4120
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
惊悚悬疑,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=7151256057701199617
惊悚悬疑,http://php.jdshipin.com/itv.php?cid=ystenlive&id=7151256057701199617
超级电影,http://39.134.65.198/PLTV/88888888/224/3221225644/1.m3u8
潮妈辣婆,http://39.134.65.196/PLTV/88888888/224/3221225542/1.m3u8
爱情喜剧,http://39.134.65.198/PLTV/88888888/224/3221225533/1.m3u8
东北热剧,http://39.134.65.194/PLTV/88888888/224/3221225679/1.m3u8
动作电影,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=8103864434730665389
动作电影,http://php.jdshipin.com/itv.php?cid=ystenlive&id=8103864434730665389
动作电影,http://39.134.65.196/PLTV/88888888/224/3221225555/1.m3u8
古装剧场,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=6859053933687922163
古装剧场,http://php.jdshipin.com/itv.php?cid=ystenlive&id=6859053933687922163
欢乐剧场,http://39.134.65.194/PLTV/88888888/224/3221225682/1.m3u8
军旅剧场,http://39.134.65.198/PLTV/88888888/224/3221225560/1.m3u8
家庭剧场,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=6316377948248689070
家庭剧场,http://php.jdshipin.com/itv.php?cid=ystenlive&id=6316377948248689070
超级电视剧,http://39.134.65.198/PLTV/88888888/224/3221225637/1.m3u8
明星大片,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000004000019008
明星大片,http://php.jdshipin.com/itv.php?cid=ystenlive&id=7151256057701199617
周星驰,http://vds.91kds.cn/live1/huya.m3u8?id=11342412&app=cc.yftv.tvhd&version=1.0.0&mac=fu:ck:92:92:ff&nwtime=1739851805&sign=3a40e686defa39a08222376baa4745b8&ev=20240918
周星驰,http://rihou.cc:555/huyad.php?id=11342412
李连杰,http://rihou.cc:555/huyad.php?id=11342390
少儿频道,#genre#
少儿动画,http://114.243.111.81:8888/rtp/239.3.1.199:9000
金鹰卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
黑莓动画,http://39.134.65.194/PLTV/88888888/224/3221225529/1.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225657/index.m3u8$1.6M_576
嘉佳卡通,http://113.88.167.101:8001/udp/239.77.0.179:5146
嘉佳卡通,http://www.namewee.xyz/gudou.php?id=gdjiajiacartoon_1500
体育频道,#genre#
睛彩竞技,http://39.134.67.108/PLTV/88888888/224/3221225897/1.m3u8$黑龙江移动
睛彩篮球,http://39.134.67.108/PLTV/88888888/224/3221226027/1.m3u8$黑龙江移动
睛彩篮球,http://39.134.67.108/PLTV/88888888/224/3221225895/1.m3u8$黑龙江移动
睛彩羽毛球,http://114.243.111.81:8888/rtp/239.3.1.127:8001
睛彩广场舞,http://114.243.111.81:8888/rtp/239.3.1.128:8001
咪咕体育,http://39.134.67.108/PLTV/88888888/224/3221226031/1.m3u8$黑龙江移动
体育赛事,http://114.243.111.81:8888/rtp/239.3.1.157:8176
快乐垂钓,http://114.243.111.81:8888/rtp/239.3.1.164:8001
综合频道,#genre#
茶频道,http://114.243.111.81:8888/rtp/239.3.1.165:8001
农业致富,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226962/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EUhRIwwqVhPIhuesQTtJ55Q%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPiHUQcOP4wfqCeROJz9ZsW%2CEND
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
中国交通,http://114.243.111.81:8888/rtp/239.3.1.188:8001
